PAPEL	COTAÇÃO	P/L	P/VP	PSR	DIV.YIELD	P/ATIVO	P/CAP.GIRO	P/EBIT	P/ATIV CIRC.LIQ	EV/EBIT	EV/EBITDA	MRG EBIT	MRG. LÍQ.	LIQ. CORR.	ROIC	ROE	LIQ.2MESES	PATRIM. LÍQ	DÍV.LÍQ/ PATRIM.	CRESC. REC.5A	DÍVIDA LÍQUIDA/EBITDA	VALOR DE MERCADO
BIDI4	3,41	226,17	1,06	0,000	0,00%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	0,47%	0	8.348.550.000	0,00	37,00%	""	8.844.170.000
BIDI11	10,40	229,93	1,08	0,000	0,00%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	0,47%	0	8.348.550.000	0,00	37,00%	""	8.991.140.000
ELEV3	24,30	312,39	3,22	0,688	0,00%	0,954	5,75	37,19	-5,18	51,41	51,41	1,85%	0,27%	1,47	3,01%	1,03%	0	489.356.000	1,35	3,69%	14,22	1.575.370.000
GUAR4	151,00	320,57	13,95	7,824	0,00%	5,529	26,54	95,06	136,68	95,69	51,16	8,23%	2,44%	1,48	7,27%	4,35%	0	5.403.620.000	0,36	11,23%	0,34	75.379.200.000
RHDS4	1,00	363,45	29,50	4,977	0,00%	7,182	-593,56	68,11	-24,55	71,32	53,72	7,31%	1,17%	0,97	11,80%	8,12%	0	272.045.000	1,49	4,38%	2,41	8.024.960.000
PRBC4	14,54	522,85	34,81	0,000	0,00%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	6,66%	0	1.360.770.000	0,00	-6,78%	""	47.367.900.000
ENEV3	12,00	552,00	1,23	2,037	0,00%	0,439	8,48	8,04	-0,96	12,72	8,02	25,34%	4,83%	1,47	6,11%	0,22%	109.626.000	18.909.500.000	0,92	37,57%	2,96	23.191.100.000
UBBR4	7,49	610,27	1,99	0,000	0,00%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	0,33%	0	10.317.200.000	0,00	10,58%	""	20.480.800.000
VSTE3	7,00	1.200,01	0,76	0,718	0,68%	0,482	4,79	19,05	-6,38	26,04	5,08	3,77%	0,06%	1,52	2,80%	0,06%	106.693	1.043.280.000	0,33	15,88%	1,37	798.007.000
UBBR11	14,75	1.201,81	3,91	0,000	0,00%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	0,33%	0	10.317.200.000	0,00	10,58%	""	40.332.600.000
UBBR3	18,00	1.466,61	4,77	0,000	0,00%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	0,33%	0	10.317.200.000	0,00	10,58%	""	49.219.500.000
LJQQ3	2,85	3.807,93	1,02	0,209	4,28%	0,150	0,59	7,03	-1,08	5,53	2,08	2,97%	0,01%	1,56	3,07%	0,03%	8.554.120	545.997.000	0,98	12,30%	-0,56	555.958.000
